title,ingredients_raw,ingredients_processed,instructions,language,heat_processed,cuisine_tags,vegan,vegetarian
Prawn cocktail mini tacos (shrimp),"['6 corn tortillas (~13cm / 3"" wide (Note 1 on flour tortillas))', '1/4 tsp cooking salt / kosher salt ((halve for table salt))', 'Olive oil spray', '220g/7 oz cooked prawns/shrimp, peeled ((ie 500g/1 lb whole cooked in shell, then peel yourself, Note 2))', '4 tbsp mayonnaise (, preferably whole egg, or Kewpie (Note 3))', '1 tbsp ketchup ((or Aussie tomato sauce))', '1 tsp Worcestershire sauce', '1/2 tsp horseradish cream (, or better yet fresh horseradish (Note 4))', '2 dashes of tabasco (, for touch of spice (optional))', '1/8 tsp cayenne pepper (, for touch of spice (optional))', '1/8 tsp garlic powder ((or small garlic clove pressed using garlic crusher))', '1 tbsp cornichons ((or dill pickle), finely chopped)', '1 tbsp chives (, finely sliced (or parsley))', 'Fancy options - salmon roe, caviar ((not pictured))', 'Dried black beans or rock salt (, to keep upright when serving (optional, Note 5))']",,"Abbreviated recipe:
Cut 17 x 6cm/2.4"" rounds, microwave to soften, oil and salt, press into upside muffin tin. Bake 12 minutes, cool in tin. Fill!
Crispy mini taco shells:
Preheat the oven to 180°C/350°F (160°C fan-forced). Get a standard 12 hole muffin tin.
Cut circles from the tortillas using a 6cm / 2.4"" cutter. (Note 6 on using offcuts)
Warm - Spread half on a dinner plate and microwave for 30 seconds on high (makes them pliable). Spray the warm tortillas lightly with oil, sprinkle with half the salt.
Wedge - Turn the muffin tin upside down. Wedge the tortillas salt side down between the muffin tin holes - they fold into taco shapes! Repeat with remaining rounds.
Spray the surface of the tortillas lightly with oil (no salt).
Bake for 12 minutes, or until quite golden and crispy. Cool in the muffin tin so they set. (Stays crisp 2 days!)
Prawn cocktail filling:
Dice the prawns into small 5mm / 0.2"" cubes (for large, cut in half horizontally, lengthwise then chop - see video).
Mix the Marie Rose sauce in a bowl. Then stir the prawns through, just before assembling.
Assembling:
Fill taco shells with prawn cocktail filling, sprinkle with chives. To keep them upright, place on a bed of rock salt or dried beans for serving.
Pass around, bask in praise, be coy when people ask how you made those marvellous mini taco shells!",en,True,,False,False
8 minute Lebanese Pizzas (Lahmacun!),"['1 x ~30cm/12"" Lebanese bread (, (sub other thin flatbreads, Note 1))', '125g / 4 oz chicken mince ((ground chicken) (Note 2))', '2 tsp tomato paste', '1 tsp Baharat spice mix (aka Lebanese 7 spice) ((Note 3 subs))', '1/2 tsp paprika (, sweet (or smoked))', '1 garlic clove (, crushed using garlic press)', '1/4 tsp cooking salt / kosher salt ((halve for table salt))', '1 tbsp finely chopped parsley (or coriander/cilantro, totally optional (sub 1 tsp dried oregano))', '1 1/2 tbsp extra virgin olive oil (, for cooking (or regular olive oil))', 'Extra virgin olive oil', '2 tbsp Danish feta or goats cheese (, crumbled (or regular feta))', 'Lemon juice (, just a light drizzle)', 'Dried chilli flakes / red pepper flakes', '~1 tbsp toasted pine nuts (, roughly chopped (sub pistachios, almonds, sesame seeds))', '1 tsp finely chopped parsley (or coriander/cilantro)']",,"ABBREVIATED RECIPE:
Trim bread to fit pan, mix filling, smear on bread. Heat oil on high, pan fry 90 seconds meat side down, then bread side 90 seconds until crispy. Top, cut, eat!
FULL RECIPE:
Use a large 30cm/12"" non-stick pan. If needed, use scissors to cut one side of the Lebanese bread so it fits in your pan (Note 4)
Mix the Chicken Spread ingredients in a bowl. Spread all across the surface of one side of the bread like peanut butter - use it all! It will be a fairly thin layer.
Cook meat side - Heat 1 tablespoon of oil in the pan over high heat. Place the bread in meat side down and cook for 90 seconds, pressing down lightly to encourage colour. The meat will stick to the bread!
Crisp bread - Turn with tongs (there should be some golden patches) and cook the bread side for 90 seconds until golden and crispy (lower heat if browning too quickly).
Toppings - Slide onto cutting board, sprinkle with feta, drizzle with extra virgin olive oil. Sprinkle with other toppings you choose. Cut into 8 like pizza, enjoy!",en,True,,False,False
Coconut mango bars with lime glaze,"['125g/ 1 stick unsalted butter ((Note 1 US conversion note))', '1/2 cup caster/superfine white sugar ((regular/granulated also ok))', '1 large egg', '1 1/2 cups flour (, plain / all-purpose)', '1 cup oats ((Note 2))', '3/4 cup desiccated or finely shredded coconut (, unsweetened (not flakes, too big))', '1/2 tsp baking powder', '1/4 tsp cooking salt / kosher salt ((or 1/8 tsp table salt))', '2 1/2 cups (400 g) mango slices (, 5mm/0.2"" thin, 2 large-ish mangoes (Note 3))', '1 1/2 tsp cornflour / cornstarch', ""2 tbsp white sugar ((don't skip this even if mangoes are sweet, Note 4))"", '3/4 cup soft icing sugar / powdered sugar ((Note 5))', '1 tsp lime zest', '3 tsp lime juice (, plus more as needed (1/4 tsp at a time))', '1/4 tsp vanilla extract']",,"Summary:
Melt butter, mix in sugar, then egg, then everything else. Press 1 3/4 cups into 20cm/8"" lined pan. Toss mango filling ingredients, spread on base, crumble over remaining mixture. Bake 30 min. Cool, drizzle with glaze.
Full directions:
Preheat oven to 180°C/350°F (160°C fan-forced). Grease then line a 20cm/8"" panwith baking paper (parchment), ensuring you have overhang so you can lift it out at the end.
Base & crumbs mixture:
Melt butter - Cut the butter into ~1.25cm/1/2"" chunks and melt in a microwave-proof bowl, or use a saucepan and stove. (Note 6)
Mix - Add the sugar to the butter and mix with a wooden spoon. Add egg and mix until smooth. Add remaining ingredients and mix until you no longer see flour.
Assembling:
Base - Measure out 1 3/4 cups (packed) of the mixture (the rest gets used for the topping). Spread into the pan and use your hands to evenly press it into the base.
Mango filling (do this just before use) - Put the mango in a bowl. Sprinkle over the sugar and cornflour. Use your hands to gently toss until evenly coated.
Assemble - Spread the mango evenly across the base. Crumble the remaining mixture across the surface, leaving spots of mango exposed.
Bake for 30 minutes until the surface is light golden.
Cool - Remove from the oven and fully cool in the pan (~ 2 hours) before lifting out using the excess paper onto a cutting board. (Speed things up: 30 min counter, 30 minute fridge).
Lime glaze - Mix the ingredients in a medium bowl, using extra lime juice 1/4 tsp at a time if needed until it's a honey consistency. Drizzle randomly across the surface. Leave for 10 minutes to let the glaze surface crust.
Serve - Cut into 12 squares (sensible) or 9 (greedy). Devour!",en,True,,False,True
Creamy Goat Cheese & Roasted Red Pepper Risoni (Orzo),"['250g/ 8oz risoni pasta (orzo) (, or other very small pasta (tiny stars, novelty shapes like dinosaurs, ditalini))', '2 tsp cooking salt/kosher salt (, for cooking the pasta)', '2 tbsp extra virgin olive oil', '1 red onion (, halved then cut into 5mm / 0.2"" slices (sub regular onion))', '2 garlic cloves (, finely minced)', '310g/ 10oz jar chargrilled / fire-roasted sliced red capsicum/peppers', '2 cups tomato passata or puree ((Note 2))', '1/2 cup sliced Kalamata olives ( or other briny/pickly thing (like pickles, chopped))', '1/4 tsp cooking salt / kosher salt', '1/4 tsp black pepper', ""120g/4 oz goat's cheese (, the creamy feta type (Note 3))"", '1 tightly packed cup basil leaves', '1 tbsp roughly chopped parsley (, plus extra for garnish)']",,"Boil risoni - Bring a small pot or large saucepan of water to the boil. Add salt and cook risoni until just under al dente (ie still a bit firm inside) as it will cook more in the sauce. 8 minutes for me.
Drain & rinse - Just before draining, scoop out 1/2 cup pasta cooking water and set aside. Drain, rinse briefly under the tap then leave the risoni in the colander while you finish the sauce.
Sauté - Heat the oil in a large non stick skillet (30cm/12"") over high heat. Add onion and cook for 2 minutes until starting to soften. Add garlic and capsicum strips. Cook for 2 minutes until the onion is softened.
Simmer - Add tomato and olives. Bring to a simmer, lower heat to medium and simmer for 5 minutes, stirring every now and then.
Melt goat cheese - Add cooked risoni, salt, pepper and the pasta cooking water. Stir to combine. Add most of the goat's cheese (reserve some for garnish), stir so it melts.
Basil & serve - Stir through basil or parsley just before serving. Divide between bowls. Crumble over reserved goat's cheese, sprinkle with extra basil. Dig in with a spoon!",en,True,,False,True
Popcorn chicken - better than KFC!,"['500g / 1lb chicken breast (, skinless boneless, tenderloin or boneless thighs (Note 1))', '3/4 cup buttermilk ((Note 2 for yogurt/milk sub))', '1 1/2 tsp cooking salt / kosher salt ((Note 3))', '1 large egg ((~50 - 55g, 2 oz in shell))', '1 1/2 cups flour (, plain / all purpose)', '1/2 cup corn flour / cornstarch ((makes it crispy!))', '1 tsp cooking salt / kosher salt ((Note 3))', '1/2 tsp celery salt ((sub 1/4 tsp extra salt))', '1 tsp black pepper', '1 tsp regular paprika ((aka sweet paprika, not hot or smoked))', '1 tsp dried thyme (, crushed with fingers to make it finer)', '1 tsp dried oregano (, crushed with fingers to make it finer)', '3/4 tsp onion powder', '2 tsp garlic powder', '1/2 tsp mustard powder', '1/2 tsp ginger powder', ""1/4 tsp cayenne pepper (, optional (tiniest background warmth, doesn't make it spicy))"", '2 1/2 - 3 1/2 cups canola oil (2.5 cm / 1"" depth) (, or vegetable or peanut oil (Note 8 for re-use))', '1/2 batch Honey mustard dipping sauce ((pictured in post))', 'Ketchup, tomato sauce,']",,"Abbreviated directions:
Marinade chicken 1 hour+ in Buttermilk Marinade. Dribble then rub 3 tbsp marinade in breading to make small clumps. Dredge chicken, fry 2 minutes at 180C/350F.
Marinade chicken:
Cut chicken into small 1.25 cm / 1/2"" cubes.
Marinade - Whisk marinade in a bowl. Add chicken, stir to coat, then refrigerate for 1 hour (no longer than 24 hours).
Prepare breading:
Breading mixture - Mix together Breading and all KFC Secret Herbs & Spices in a large bowl (larger surface area = coat more chicken in one go).
Clump = crunchy! Drizzle 3 tablespoons of the Marinade into the flour mixture. Use your fingers to rub in so you get lots of small lumpy bits all throughout (this fries up into extra crunchy bits, secret trick!).
Prepare to cook (work in specified order of steps):
Frying vessel (Note 5) - Large saucepan / small pot ~20cm/8"" recommended for beginners. Large pot / deep skillet ~24cm/9.5"" or larger recommended only for capable cooks. Use heavy based (not light and flimsy), for safety and heat retention.
Preheat oven to 50°C/125°F, to keep cooked chicken warm.
Breading (PS I'm right handed):
Bread chicken - Pick up a handful of chicken from the marinade with your left hand, then scatter across surface of the flour mixture. Spoon flour over chicken then toss with the spoon to coat.
Shake off excess (use right hand) - Separate the chicken pieces and press the clumpy flour onto the chicken pieces. Pick up a handful, shake excess flour off through fingers (no need to be thorough). Spread chicken on tray. Repeat with remaining chicken. Voila! No clumpy flour-batter-caked fingers!
Separate and last minute coat (Note 6) - Just before frying, use your fingers to briefly re-toss the chicken you're about to cook in the residual flour on the tray (to freshen up the flour coating, as it sits around it sweats/gets wet), and make sure the chicken pieces are not stuck together.
Frying:
Line a tray with paper towels (for draining cooked chicken). Preheat oven to 50°C/125°F to keep cooked chicken warm.
Heat oil - Add oil to your pot to a depth of 2.5 cm / 1"". Heat it over medium high to 180°C/350°F (Note 7).
Fry 2 minutes - Pick up some chicken and put it in a spider with large holes (Note 8) and shake so excess flour falls through (or use hands to shake off excess flour then then transfer into a scoop to lower into oil). Carefully lower chicken into the oil. Fry for 2 - 2.5 minutes until golden, separating any that get stuck together around halfway through.
Drain - Scoop out with a spider and spread on a paper towel lined tray Keep cooked chicken warm in the oven and cook remaining chicken.
Serve chicken - in popcorn boxes, for extra fun factor! - with dipping sauce of choice (pictured, Honey Mustard).",en,True,,False,False
Honey Mustard Dipping Sauce,"['1/2 cup mayonnaise (, preferably whole egg (Note 1))', '2 tbsp dijon mustard', '2 tbsp honey', '1 - 2 tsp apple cider vinegar or lemon juice', 'Pinch of salt and white pepper ((sub black))']",,"Mix the ingredients together, starting with 1 teaspoon of vinegar or lemon juice, then adding the other if you want it a bit tangier. Ready to use!",en,False,,False,True
"Braised Pork Belly (Hong Shao Rou/红烧肉), an Easy Version","['600 g pork belly (about 1.3lb)', '250 ml Shaoxing rice wine (about 1 cup, see note 1 (IMPORTANT))', '2 tablespoon light soy sauce', '1 tablespoon dark soy sauce (see note 2)', '5 slices ginger', '2 star-anise', '2 bay leaf', '20 g rock sugar (or 1 tbsp regular sugar)']",,"Blanch the pork
Cut pork belly into 2-3 cm chunks (about 1 inch). Put into a pot then fill with cold water. Boil over high heat.
Once it starts boiling, you’ll see froth appearing on the surface. Skim it off with a spoon.
Drain the meat in a colander then rinse under running water.
Braise the pork
Put the pork into a clean pot (ideally, a small one, see note 3). Pour in Shaoxing rice wine and hot water (barely covering the meat). Add light soy sauce, dark soy sauce, ginger, star anise and bay leaves.
Bring the liquid to a full boil. Cover with a lid and leave to simmer over low heat for 1-1.5 hour until the meat is fork-tender (During the process stir the meat around a few times).
Thicken the broth
Uncover the pot. Add sugar then turn the heat to the highest. Leave to boil fiercely (Stir from time to time) until the broth reduces to just enough to cover the bottom of the pot.
Serve immediately with plain steamed rice and vegetable dishes of your choice.
Store and reheat
The cooked pork belly can be stored in the fridge for up to three days or in the freezer for 2 months.
Reheat in a pot (defrost first if frozen) over low heat. Add a little water to help to heat the pork thoroughly.",en,True,,False,False
"Scallion Pancakes (Cong You Bing, 葱油饼)","['250 g all-purpose flour (plain flour) (about 2 cups (see note 1 for substitutes))', '160 g hot water (about ⅔ cup)', 'Cooking oil (for coating)', '2 tablespoon melted lard (or coconut oil, see note 2 for other substitutes)', '2 tablespoon all-purpose flour (plain flour)', '¼ teaspoon ground Sichuan pepper (or Chinese five-spice powder)', '¼ teaspoon salt', '40 g finely chopped scallions (green onion/spring onion) (about ½ cup)', '1 tablespoon neutral cooking oil', 'Homemade chilli oil', 'Black rice vinegar', 'Light soy sauce']",,"Make the dough
Put flour into a heatproof bowl. Pour in hot water. Stir with chopsticks until no more loose flour or water can be seen. Use your hands to combine the mixture into a rough-looking dough (see note 3).
Tightly cover the dough with cling film and leave to rest for 15 mins.
Prepare the filling
While waiting, add melted lard (or other oil), flour, Sichuan pepper (or five-spice) and salt to a small bowl. Mix until it becomes a smooth paste.
Shape the pancakes
Uncover the dough then knead until it becomes very smooth. Rub a thin layer of oil around the dough, as well as the work surface.
With a rolling pin, flatten the dough into a thin, rectangular piece. For your reference, mine measures about 43cm(17"") by 33cm (13"").
Brush the filling mixture over the dough, then sprinkle finely chopped scallions on top.
From the shorter side of the dough piece, roll the dough into a rope (don’t make it too tight).
Cut the rope into 4 cylinders. Stand a piece on one end. Press down with your hand, then flatten it with the rolling pin into a pancake that measures around 13cm/5” in diameter. Alternatively, cut the rope into 3 parts and roll each into a thinner pancake which measures about 23cm/9”.
Fry the pancakes
In a skillet/frying pan, heat oil over high heat until hot. Drop a piece of scallions in to test. If it sizzles, the oil is hot enough.
Turn the heat down to medium and put in the pancakes (the top side facing down). You may cook 4 thick pancakes all at once in a large pan (28cm/11""), or 1 thin pancake at a time.
Cover the skillet with a lid and leave to cook for about 2 minutes until the side facing down becomes golden brown (adjust the cooking time if necessary). Flip the pancakes over, then cover again to cook the other side. Remove them from the pan once the second side turns golden too.
For the best result, rest the pancakes on a wire rack for a minute or two before serving (condensation will form if placed on a plate straightaway). Also, the remaining heat will cook the inside further during the resting time.
Serve
Best to enjoy them while warm. You can serve them as breakfast/afternoon snack, or as a staple for regular meals with savoury dishes, soup or congee.
The thick version can be served as it is and torn apart to eat. The thin version is often cut into triangular pieces.
Although they are tasty on their own, a dipping sauce would make a great accompaniment, e.g. a simple mixture of homemade chilli oil, black rice vinegar and light soy sauce.
Store leftover pancakes in airtight bags in the fridge for up to 3 days. Reheat in a pan/oven/air-fryer.
Make ahead
To make a big batch and cook later, double or triple the recipe proportionally. Freeze uncooked pancakes right after they’re rolled out. Pile them up with parchment paper in between and store in sealed plastic bags.
Cook frozen pancakes without defrosting following the same method. If they’re thick ones, add a little water while cooking with the lid on (like how you make pan-fried dumplings).",en,True,,False,False
"Peking Duck, An Easy Home Version (北京烤鸭)","['1 duck (about 2.5kg/5.5lb)', '2 tablespoon fine salt', '2 tablespoon maltose (see note 1)', '120 ml hot water (about ½ cup)', '1 teaspoon vinegar (see note 2)', '2 stalks scallions', '1 head garlic', '2 apples ( quartered)', '4 star anise', '4 bay leaves', '2 pieces cassia cinnamon', '3 tablespoon sweet bean sauce (Tian Mian Jiang/甜面酱) (see note 3)', '1 teaspoon sugar', 'Peking duck pancakes (homemade or shop-bought )', 'Scallions (julienned)', 'Cucumber (peeled and seeds removed, cut into sticks)']",,"Prepare the duck
Pat dry the duck with kitchen paper then rub the salt over the skin and the cavity. Put the duck over a wire rack with a tray underneath to collect any drips. Leave to rest on the counter for 1 hour.
Bring about 1½ litres of water (about 6 cups) to a boil, then gently pour it over the entire duck skin (remember to flip over and do the other side). You can use a deep tray to collect the water, or do it inside a sink. If there are feather ends on the skin, remove them with a tweezer.
In a bowl, mix maltose with hot water and vinegar until completely dissolved. Brush a layer of the mixture over the duck skin. Leave to rest in the fridge for 1 hour then brush another layer.
Keep the duck refrigerated uncovered (over the rack and inside a tray) for 24 to 48 hours.
Roast the duck
One hour before roasting, take the duck out of the fridge to bring it back to room temperature. Put all the stuffing ingredients (scallions, garlic, apples, star anise, cassia cinnamon and bay leaves) into the cavity. Use toothpicks or skewers to seal the openings of the cavity.
Preheat a fan-assisted oven, aka convection oven, at 200°C/390°F (or 220°C/425°F if using a conventional oven). Put the duck over the middle rack of the oven with the breast side facing up. Place a roasting tray at the bottom of the oven to collect any dripping fat during roasting. Leave to cook for 15 minutes.
Then lower the temperature to 180°C/350°F (or 200°C/390°F if using a conventional oven). Use aluminium foil to cover the tip of the wings and the end of the legs. Continue cooking for a further 60 minutes or so (see note 4)
Check the doneness by inserting an instant-read thermometer into the thickest part of the duck (the inner thigh area near the breast). The temperature should be no lower than 74C°/165F°.
Serve the duck
Take the duck out of the oven and leave it to rest on the counter for 15 minutes.
While waiting, prepare the sauce. Add ½ tbsp of duck fat collected during roasting to a pan. Add sweet bean sauce and sugar. Mix and simmer over low heat until tiny bubbles appear. Transfer to a small serving dish. Whisk to fully incorporate the sauce and oil.
Steam the pancakes for 3 minutes to warm up if they’re cold. Slice the duck into pieces.
When eating, spread a little sauce over a pancake, put the duck, scallions and cucumber in the middle. Wrap up into a cylinder and enjoy.
Cook a soup (optional)
After most of the meat has been removed from the duck, boil the carcass in water to make a soup with Napa cabbage or winter melon. Simply add salt and white pepper to season.",en,True,,False,False
Xi’an Biang Biang noodles,"['250 g all-purpose flour (about 2 cups)', '¼ teaspoon salt', '125 ml water (½ cup+2 tsp (see note 1))', 'cooking oil (for coating the dough)', '1 tablespoon scallions (finely chopped)', '2 teaspoon garlic (minced)', 'Chili flakes (to taste)', 'Chili powder (to taste)', '¼ teaspoon ground Sichuan pepper', 'Salt (to taste)', '3 tablespoon cooking oil', '1 tablespoon light soy sauce', '1 tablespoon black rice vinegar', '1 head bok choy (or other green leafy vegetables)']",,"Make the dough
If using hands: Put flour and salt into a mixing bowl. Pour water over gradually while mixing with chopsticks. Combine and knead to form the rough-looking dough. Leave to rest for 10 minutes, then knead again until it develops a medium-firm, smooth texture .
If using a stand mixer: Add flour, salt, and water to the mix bowl. Use a dough hook to mix and knead on low speed for about 8 minutes, until a smooth dough forms.
Shape the dough
Divide the dough into 8 equal pieces. Knead each one again, then roll it into a gherkin shape. Thoroughly coat each dough piece with oil then place them on a plate or in a container. Cover with cling film and leave to rest for 1 hour (See note 2).
Pull the noodles (please refer to the video in the post above)
Heat up a pot of water for cooking the noodles. While waiting, flatten each dough piece into a rectangle shape with a rolling pin. Once the water begins to boil, start the process of noodle pulling.
Press the dough down the middle lengthwise using a rolling pin or a chopstick to create an indentation (be careful not to tear the dough).
Hold each end of the dough and gently pull to stretch it to your desired thickness. Place the stretched dough on a surface and tear it along the indentation, creating a loop-shaped noodle.
Cook the noodles
Immediately after pulling, place the noodle into the boiling water (do not let it sit on the counter). Repeat the procedure to pull other dough pieces. Boil four noodles per portion at a time, then repeat the process to cook the other portion.
When the noodles are nearly cooked through, add bok choy and blanch for 20 seconds.
Season the noodles
Put the drained noodles and blanched bok choy into 2 serving plates or bowls. Top them with chopped scallions, minced garlic, chili flakes, chili powder, ground Sichuan pepper, and salt.
Heat up the oil in a small pan. When it starts to smoke, pour it over the aromatics and spices to sizzle. Add light soy sauce and black rice vinegar. Stir to coat the noodles evenly.",en,True,,True,True
