title,ingredients_raw,ingredients_processed,instructions,language,heat_processed,cuisine_tags,vegan,vegetarian
Easy Banana Cake 简易烘焙香蕉蛋糕,"['190g butter', '190g sugar (you might want to adjust them +/-20g accordingly to your own preferences)', '250g self raising flour', '1 tsp baking soda', '2 eggs', '40ml milk', '1 tbsp lemon juice', 'Approx. 300-320g overripe banana (mashed into puree)']",,"Beat butter and sugar together till light in colour.
Add eggs, one at a time and beat well after each addition.
Add in the banana puree and continue beating. Add 1/2 of milk and lemon juice before adding 1/2 of flour mixture.
Continue with remaining milk and lastly with flour again until all are well combined.
Pour mixture into a 25cmx15cm loaf pan or 8 inch square pan greased and lined with baking paper.
Bake in pre-heated oven for approx. 50mins at 180 degrees C or till done when a toothpick/tester inserted comes out clean. (Use aluminum foil to cover the top of cake if it gets too dark during baking.)
Allow the cake to cool slightly before un-moulding. Allow the cake to cool completely before slicing and enjoy ! (Keep the balance in the fridge if unable to finish all on the same day and heat up slightly in oven/microwave the next day before eating.)",en,True,,False,True
Blueberry Muffins,"['100g self raising flour\u2063', '80g sugar\u2063', '1 egg\u2063', '45ml corn oil\u2063', '1 tsp vanilla extract\u2063', '1 tsp butter with 40ml water (or 50ml milk)\u2063', 'Pinch of salt\u2063', 'Some blueberries\u2063']",,"Sift flour.
Mix flour with salt and sugar.⁣
Beat egg with corn oil, butter water and vanilla extract.⁣
Add the liquid batter to flour mixture and mix till the flour is just incorporated and non visible.⁣
Add blueberries into batter.⁣
Add batter into muffin cups with ice cream scope and top w more blueberries as desired.⁣
Fill up the empty holes in muffin tray w a little water. ⁣
Bake at 200 degrees for 20mins or till a skewer inserted comes out clean (exclude the color of the blueberries).⁣
Optional : Off the oven and allow the muffins to continue sitting in the oven for another 10mins before removing (I do this to allow the muffins tops to brown and crust more and allow the liquid from blueberries to settle in.)",en,True,,False,True
Ginseng & Chia Seeds Overnight Oatmeal Pudding,"['300ml soya milk\u2063\u2063', '2 tbsp chia seeds\u2063\u2063', '4 tbsp rolled oats (blend till fine)\u2063\u2063', '1/2-1 tsp Korean red ginseng extract (depending on your preference)\u2063\u2063', '1 tsp honey\u2063\u2063 (adjust according to own preference)', 'Some strawberries\u2063\u2063', 'Some blueberries\u2063\u2063', 'Some pistachio nuts (chopped)\u2063\u2063']",,"Add soya milk to mixing bowl.⁣⁣
Add blended oatmeal and chia seeds.⁣⁣
Add red ginseng extract.
Add honey and mix well together.⁣⁣
Pour mixture into pudding cups. Cover and set them overnight in the fridge.⁣⁣
Give the pudding a quick stir every now and then whilst still being chilled in the fridge.
Top with some strawberries, blueberries and chopped pistachio nuts before serving.⁣⁣",en,False,,False,True
Refreshing Jelly Creations with Singapore Breakfast Tea from T2 Tea,"['2 packs of agar agar powder, 10g each', '200ml coconut milk', '700ml water + 900ml water', '150g-250g sugar, for each pack of agar agar powder (so for 2 packs, x2), depending how sweet you want it to be', '4 tsp of T2 Singapore Breakfast tea', 'Some pandan leaves']",,"Combine all ingredients, including jelly moulds and cups, if using.
Brewed the tea with 900ml boiling water in teapot and set aside to allow the tea to cool completely before using.
In a pot with 700ml water, add one pack of agar agar powder.
Stir and mix well. Ensure the powder dissolves completely without lumps before turning on the heat.
On the heat and add pandan leaves.
Add sugar.
Add coconut milk.
Cook till the mixture boils and bubbling. Remove from flame.
If using plastic or metal mould, please splash the mould with some water before filling it up with the jelly mixture. If using silicon mould, simply fill up the mould with the jelly mixture directly.
Set aside in the fridge till it has completely set. For fasting setting time, you can leave it in the freezer.
Unmould the jelly. Cut through the individual ""petals"" of the mould.
Place the individual cut outs back to the mould in alternate sequence.
Use a fork to poke lightly all over on the sides of each piece of jelly in the mould. Set aside or place them back in the fridge if the weather is too warm.
Add the completely cooled tea from Step 2 in the pot.
Add agar agar jelly powder and stir till it has completely dissolved and on the flame.
Add sugar.
Cooked till mixture boils and bubbles. Remove from heat.
Add the tea jelly mixture to the empty slots in the jelly mould in alternate sequence.
Add a thin layer of the tea jelly over the top to the brim of the mould.
Set aside in the fridge till completely set before unmoulding and it's all done ! Extra jelly mixture can also be poured into jelly cups or jelly ""candies"" moulds. Simply allow them to set completely before unmoulding/enjoyed.",en,True,,False,True
Soft Boiled Eggs 半生熟鸡蛋,"['2 fresh eggs, unchilled, approx. 55g each', 'Boiling water', 'Some dark soya sauce', 'Pinch of pepper']",,"Boil some water using electric or gas kettle.
Place 2 eggs in a pot and pour boiling water over it, fully submerging the eggs.
Cover the pot with the cover.
Set timer for approximately 6 minutes and 30 seconds.
Remove eggs from water. Crack on the smaller end of the egg using a small metal spoon. Scope out any egg whites that are still on the shells.
Serve hot immediately with some dark soya sauce and pepper.",en,True,,False,True
Singapore Prawn Noodle Soup 新加坡式虾面汤,"['2 litres water', '1 radish, cut into chunks', '2 carrots, cut into chunks', '1kg of prawns heads and shells (washed & drained)', '15-18 pcs of medium size prawns (de-shelled, leaving the tail on)', '500g pork ribs', '100g spinach', '250g yellow noodles', '250g kway teow (rice noodles)', '2 pcs of fish cake', '7-8 pcs of whole garlic', '50g rock sugar cubes', '50g shallots (sliced and deep-fried) OR you can buy off the shelves.', '1 tbsp cooking oil', '2 tbsp fish sauce', '1 tsp garlic powder', '1 tsp of chicken powder', 'dash of salt and pepper', 'Collagen stock (optional)', 'Chilli powder (to serve)']",,"Cut the radish and carrots into chunks and together with the pork ribs, boil them in a pot with 2 litres of water and simmer for 1 hour. (Note the water level in the pot.)
In another deep frying pan, heat up the cooking oil and stir fried the whole garlics till fragrant. Add the prawn heads and shells and stir fried till the shells turn slightly reddish.
Add 2 tbsp of fish sauce and 1 tsp of garlic powder and stir fried till aromatic.
Add dash of pepper and salt and stir fried till all the prawns heads and shells turn reddish.
After 1 hour of simmering of the pork broth from Step 1, add 50g of rock sugar cubes. Add the cooked prawns heads and shells subsequently. Add more water to the original water level from Step 1.
Add 1 tsp of chicken powder and collagen stock (if using). Simmer for a further 1 hour.
Blanch the prawns in some boiling water. Drain and set aside.
Blanch the yellow noodles and kway teow in boiling water. Drain and set aside.
After the soup stock is ready, drain away the prawns heads and shells, carrots and radish and pork ribs, reserving the prawn soup only.
Slice the fish cake, wash and drain the spinach.
Blanch the prawns, noodles, fish cake, spinach and pork ribs in the prawn soup stock for approximately 1 minute. Dish and serve with fried shallots and chilli powder.",en,True,,False,False
Mrs NgSK's Traditional Butter Cake 传统牛油蛋糕,"['250gm butter unsalted, softened at room temperature', '4 eggs (separate the egg yolks from the egg whites', '50gm sugar (to beat with the egg whites)', '150gm sugar (to mix with the egg yolk batter)', '200gm self raising flour, sifted', '60ml milk']",,"Preheat oven at 170C, with fan mode if possible. Prepare a 8 inch round cake tin. Line the base with grease-proof paper and grease the sides of the tin.
Separate the eggs, and place the whites into a medium sized bowl. Beat the egg whites until soft peaks, gradually add 50gm sugar and beat until stiff. Set aside.
Cream the butter and 150gm sugar until light and creamy. Put in egg yolks one by one and beat well after each addition.
Put in half the flour and mix on low speed until incorporated. Put in the milk and mix until well incorporated. Mix in balance of flour.
Fold in in the egg whites gently using a rubber spatula in 2 additions, ensuring all the white whites are not visible anymore before continuing. Pour batter into pan and level.
Bake for 45 minutes or until skewer comes out clean. (I reduced to 150C for the last 20 minutes.)",en,True,,False,True
Traditional Homemade Egg Sponge Cake 传统鸡蛋糕,"['9 eggs (egg yolks and whites separated)', '100g top flour, sifted', '100g castor sugar', '90ml milk', '80ml oil', 'pinch of salt', '¼ tsp cream of tartar (optional)']",,"Combine the egg yolks, milk and oil in a mixing bowl and beat with a manual balloon whisk till they turn light yellow in colour.
Add the sifted top flour and salt and mix well with the balloon whisk till the flour is no longer visible. Set aside.
Add the egg whites and cream of tartar (if using) to a mixer with the sugar added progressively and beat till glossy and stiff peaks forms.
Add the egg whites batter to the egg yolks batter in 3 or 4 additions and mix well each time using the balloon whisk till the egg whites are no longer visible. The final batter should be smooth flowing and glossy.
Pour the batter to a lined 9-inch square baking pan. Knock the pan lightly over the table top to smoothen out the surface.
Bake in a pre-heated oven at 160 degrees C for 45 minutes in the middle rack. Once baked, remove from oven and place it on a cooling rack. You can almost immediately invert the cake, remove the parchment paper lining and serve.",en,True,,False,True
"Agar Agar Jelly Mooncakes with ""Salted Egg Yolk""","['1¼ teaspoons agar agar powder', '2 pcs pandan leaves', '70 g sugar', '80 ml orange juice (if not available, you can replace with water)', '200 ml water', '2-3 drops each of orange and yellow food coloring', '1/2 tablespoon agar agar powder', '40 g sugar', '100 ml water', '100 ml coconut milk', '2-3 drops yellow coloring', '4 teaspoons agar agar powder', '150 g sugar', '450 ml water', '200 ml coconut milk', 'few drops green / purple coloring']",,"For the Agar Agar Jelly Egg Yolk
Boil all ingredients together until sugar dissolves and remove from heat.
Stir in coloring and pour into jelly ball ice cube tray, press tight.
Unmould when they are set. (Refer to steps pictures above.)
For the Fillings
Combine all ingredients and bring it to boil. Remove from heat and add in yellow coloring and mix well. Pour into muffins moulds as pictures above and leave to set before unmoulding.
For the Skin
Boil all ingredients together until sugar dissolved and remove from heat. Stir in green/purple food coloring and mix well. Pour mixture into mooncake moulds based on steps above.",en,True,,False,True
Chicken and Beansprouts in Special Sauce Rice 酱爆鸡丁豆芽饭,"['250g boneless chicken leg, cubed', '100g beansprouts', '4 tbsp cooking oil', '4 dried chilies, cut into halves', '1 tsp minced garlic', 'A handful of green spring onions', '1 tbsp light soya sauce', '2 tsp corn flour', 'Pinch of pepper', '2 tsp spicy bean sauce', '2 tsp tomato sauce', '2 tsp sweet soya sauce', '1 tsp oyster sauce', '1 tsp light soya sauce', '1 tsp Chinese cooking wine', '2 tsp sugar', '1 tsp sesame oil', '2 tbsp water']",,"Heat up cooking oil and pan fried chicken cubes till browned. Drain to remove excess oils and set aside.
Reserve 1 1/2 tbsp cooking oil in the pan and stir fry dried chilies and garlics together.
Add in the sauce and cook till it boils.
Add in the chicken and beansprouts and stir fry on high heat for 2 mins to mix well.
Add in green parts of spring onions and off heat. Stir fry briefly till the spring onions withered. Once done, remove and serve hot with rice and/or sunny side egg to enjoy !",en,True,,False,False
