title,ingredients_raw,ingredients_processed,instructions,language,heat_processed,cuisine_tags,vegan,vegetarian
Simple Butter Cookies,"['200 g butter (salted, slightly softened)', '130 g icing sugar/powdered sugar', '¼ tsp fine salt', '1 egg (grade A/size L)', '240 g plain flour/all-purpose flour', '60 g cornstarch', '½ tsp baking powder']",,"Directions:
beat butter
Sift icing sugar into butter, mix until combined with spatula, then beat over medium speed until light and fluffy (about 1 minute). Add salt to egg, mix until the salt has dissolved, add egg gradually into butter, beat until well mixed (about 1 minute).
cookie dough
Sift and mix together plain flour, cornstarch and baking powder, sift again into butter. Combine first with spatula, then mix over low speed with mixer until well combined (about 30 seconds). (Reminder: Mix until just combined, don’t overmix to avoid activating the gluten.)
Put cookie dough into piping bag
Put a small portion of cookie dough into piping bag with piping tip (with closed star shape). (Reminder: Don’t put too much into piping bag at once as it will be difficult to pipe out. If you don’t have piping bag, just shape the dough into balls and lightly press down with fork to create pattern.)
Pipe cookie dough onto baking trays
Pipe cookie dough into round shape (like a flower) onto baking trays lined with silicon baking cloth (or non-stick baking paper).
refrigerate until hardened
Keep the piped cookie dough refrigerated for at least 20 minutes, until hardened before baking in oven (this will help the cookie to maintain its pattern when baked, if you bake it straight away after piping, the pattern will not be clear).
bake
Put the hardened cookie dough into preheated oven, bake at 170°C/340°F for 15 minutes (turn the baking tray in between baking to help the cookies bake evenly).
cool in the oven for 5 minutes
When the baking is done, let the butter cookies cool in the oven for 5 minutes before taking out (this will help the moisture to evaporate completely, the cookies will continue to brown will cooling in the oven). After taking out the baked cookies, preheat the oven again before baking the next batch.
cool completely
Allow the butter cookies to cool completely before storing in air-tight container.",en,True,,False,True
Matcha Cotton Cheesecake,"['250 g cream cheese (at room temp.)', '50 g butter (salted)', '½ tsp fine salt', '30 g fine sugar', '160 g milk', '70 g plain flour', '2 tbsps Matcha powder', '6 egg yolks (grade A/size L, room temp.)', '6 egg whites (grade A/size L, room temp.)', '1 tsp lemon juice', '120 g fine sugar']",,"Directions:
Grease and line 9-inch/23-cm round baking pan with parchment paper.
Preheat oven to 160°C/320°F.
Melt cheese
Combine cream cheese, butter, salt and sugar in stainless steel bowl, heat over hot simmering water, mix until smooth. Add in milk, mix until combined.
Matcha batter
Combine plain flour and Matcha powder, sift through and mix well. Sift again into cheese batter, mix until smooth. Add in egg yolks gradually, mix until combined.
meringue
In a clean mixing bowl, whisk egg whites over low speed until foamy. Add in lemon juice, whisk until small bubbles are formed. Add in sugar gradually, whisk until soft peaks (meringue is shiny with arch shape).
Add meringue into cheese batter in 4 batches, mix gently with hand whisk. Fold gently until well mixed with spatula. Tap mixing bowl a few times on countertop to burst large bubbles.
Pour into baking pan
Pour the batter into lined baking pan, tap baking pan a few times to break large bubbles.
water bath
Line a piece of cloth in 10-inch/25-cm square baking pan, fill with plain water for water bath (about 1″ high). Put in baking pan with batter. (Reminder: I prefer to use plain water for water bath as the cake tends to crack if hot water is used.)
bake
Bake at 150°C/300°F for 40 minutes, then at 140°C/285°F for 1 hour 20 minutes, until fully cooked.
cool in the oven
Remove the water bath, leave oven door slightly ajar, switch off the oven, let the Matcha Cotton Cheesecake cool in the oven for 40-45 minutes (to minimise shrinkage).
Unmould & cool
Unmould the Matcha Light Cheesecake and cool completely on wire rack (at least 6″ from countertop).",en,True,,False,True
Coffee Chiffon Cake,"['6 egg yolks (grade A, room temp.)', '⅓ tsp fine salt', '70 g fine sugar', '140 g milk', '20 g 3 tbsps instant coffee powder + 2 tbsps hot water', '80 g corn oil', '160 g cake flour', '½ tsp baking powder', '¼ tsp baking soda', '6 egg whites (grade A, room temp.)', '¼ tsp cream of tartar', '120 g fine sugar', '30 g chocolate chips (for topping)']",,"Directions:
Preheat oven to 160°C/320°F.
Sift flour
Combine cake flour, baking powder and baking soda, sift through and mix well.
coffee batter
Add hot water to instant coffee, mix well. Combine egg yolks, salt and sugar, mix well. Add in milk, thick coffee and corn oil, mix well. Sift in flour mixture, mix until combined.
meringue
Whisk egg whites over low/medium-low speed until large bubbles are formed. Add in cream of tartar, whisk until tiny bubbles. Add in sugar gradually, whisk until stiff peak (the peaks will point straight up and hold).
Add meringue into batter in 4 batches, mix gently using balloon whisk. Fold gently until well mixed with spatula. Tap mixing bowl on countertop for a few times to burst large bubbles.
Pour batter into pan
Pour batter into 22-cm loose base tube pan (do not grease), tap tube pan gently again on countertop for a few times. Decorate the top with chocolate chips.
bake
Put into preheated oven, bake at 160°C/320°F for 45 minutes, then at 180°C/355°F for another 10-15 minutes, until the top is golden brown.
cool upside down
Turn the pan upside down onto a wire rack (at least 6″ from countertop), set aside until fully cooled.
Unmould the coffee chiffon cake when it has fully cooled down.",en,True,,False,True
One-Pot Roman Chicken Cacciatore With Potatoes,"['2 pounds bone-in, skin-on chicken thighs', 'Kosher salt', '3 tablespoons olive oil', '1 pound waxy potatoes, such as Yukon Gold or fingerling', '1 tablespoon rosemary leaves (from 1 large sprig)', '4 anchovy fillets', '2 garlic cloves', '2 tablespoons drained capers', '3/4 cup dry white wine', '3 tablespoons white wine vinegar or red wine vinegar, plus more to taste', '2 tablespoons chopped parsley']",,"Heat oven to 425 degrees. Pat chicken thoroughly dry with paper towels and sprinkle all sides with 2 teaspoons salt.
Coat a large, high-sided skillet or Dutch oven with 1 tablespoon oil. Arrange chicken, skin side down, in a single layer in the cold skillet and place over medium heat. Cook, undisturbed, until the skin is browned and releases easily from the pan, about 15 minutes.
While the chicken cooks, cut potatoes into 1-inch-thick chunks and place in a large bowl. Chop the rosemary and anchovy, smash and peel the garlic, then add to the bowl. Add the capers, 2 tablespoons oil and 1/2 teaspoon salt; toss to combine.
Flip the chicken, then add the potato mixture to the skillet, tucking the pieces around and under the chicken. Pour the wine over the potatoes. Transfer the skillet to the oven and roast, uncovered, until the chicken is cooked through and the potatoes are tender, about 25 minutes.
Return the skillet to the stove. Transfer the chicken to a plate to rest. Add the vinegar and 2 tablespoons water to the skillet and continue to cook the potatoes over medium heat, stirring occasionally, until coated with a thickened, glossy sauce, about 5 minutes. If the sauce seems too thick or oily, stir in water 1 tablespoon at a time to help emulsify the sauce and achieve desired consistency. Taste and add salt and more vinegar, as needed.
Return the chicken to the skillet and sprinkle parsley over everything to serve.",en,True,,False,False
Vegetarian Pad Thai,"['12 ounces flat dried rice noodles (preferably pad Thai noodles)', 'Boiled water', '3 tablespoons lime juice (from 1 to 2 limes)', '3 tablespoons maple syrup or brown sugar', '2 tablespoons soy sauce or tamari', '1 tablespoon tamarind paste or concentrate', '2 teaspoons white (shiro) miso paste', 'Vegetable oil or other neutral oil', '1 medium yellow onion, halved and sliced', '1 small head broccoli, cut into small florets', '7 to 8 ounces store-bought baked or extra-firm tofu, cut into 1/2-inch strips or triangles', '1 cup snow peas, sugar snap peas or green beans, trimmed', '4 garlic cloves, finely chopped', 'Salt and pepper', '4 eggs, well beaten', '1 to 2 teaspoons crushed red pepper', '1 1/2 cups bean sprouts', '2 scallions, thinly sliced', 'Roasted peanuts, for serving', '1 lime, cut into 4 wedges, for serving']",,"Place the noodles in a large bowl, cover with just-boiled water and soak for 10 minutes. Using tongs, give the noodles a stir to separate the strands. They will soften, turn white and become pliable. Drain.
While the noodles soak, make the seasoning sauce: Add the lime juice, maple syrup, soy sauce, tamarind and miso to a bowl and whisk to combine.
Heat a wok or large 12-inch skillet on medium-high for 2 minutes. When hot, drizzle with 2 tablespoons of oil, add the onion and toss until slightly softened, 1 to 2 minutes. Add the broccoli and toss until slightly softened, 1 to 2 minutes. Add the tofu, snow peas and garlic; season with salt, then gently toss for 1 minute.
Add the drained noodles, the sauce and 2 tablespoons of water; toss well until the noodles are well coated and have softened and absorbed the sauce, 5 to 7 minutes. Taste the noodles for doneness: If needed, add another 1 to 2 tablespoons of water and keep tossing until the noodles are soft enough to eat.
Push the noodles to one side, drizzle a little oil onto the surface of the pan, and pour in the beaten eggs. Scramble the eggs, stirring and scraping until cooked through and just set, 1 to 2 minutes, then stir them into the noodles.
Add the crushed red pepper, bean sprouts and scallions and toss until the scallions are just wilted, about 1 minute. Season generously with salt and pepper.
To serve, top with peanuts and serve with lime wedges.",en,True,,False,True
Lower-Alcohol Dirty Martini,"['Ice', '1 1/2 ounces dry vermouth', '1/2 ounce fino sherry', '1 ounce gin', '1/4 to 1/2 ounce olive brine', '1 lemon peel, for serving (optional)', '3 green olives (such as Castelvetrano), for serving']",,"Place a martini or Nick and Nora glass in the freezer to chill for at least 15 minutes and up to an hour. (You can also opt to fill the glass with ice and water, stir for 30 seconds, pour out the ice and water, and pour the finished drink into the now-chilled glass.)
In a cocktail shaker or mixing glass filled with ice, combine the vermouth, sherry, gin and olive brine. Stir until very cold, about 30 seconds, then strain into the chilled cocktail glass. If serving with a lemon peel, hold the peel by its long edges, skin facing down into the glass, pinch the peel to release the citrus oils then add it to the glass. Thread a skewer with the three olives, add to the glass and serve.",en,False,,False,False
Crispy Chicken With Lime Butter,"['4 large bone-in, skin-on chicken thighs (about 2 pounds)', 'Salt and pepper', '1 tablespoon peanut or canola oil', '2 garlic cloves, crushed', '1/2 cup chicken stock or 1/4 cup water', '2 tablespoons fresh lime juice, plus wedges for serving', '2 teaspoons maple syrup', '3 tablespoons cold unsalted butter, cut into pats', 'Parsley, cilantro, basil or mint leaves, for serving (optional)']",,"Pat the chicken dry and season with salt and pepper. If you have time, set aside at room temperature for at least 10 minutes and up to 30 minutes.
Heat a large skillet over medium. Add the oil and swirl the pan to coat it. Place the chicken skin side down and cook without moving it until the skin is crispy and golden brown, 20 to 25 minutes. Reduce the heat if the chicken splatters too much or browns too quickly.
Add the garlic to the pan. Flip the chicken and cook until the bottom is lightly browned and the meat is cooked through, about 5 minutes. Transfer the chicken to a plate, skin side up. Remove all but 3 tablespoons of the fat from the pan and save for another use (see Tip).
Add the chicken stock, lime juice and maple syrup to the skillet. Season with salt and pepper. Bring to a simmer over high, then reduce the heat to medium and cook, stirring occasionally, until reduced by half, about 3 minutes. Add the butter and continue simmering, now stirring constantly, until incorporated; the sauce will thicken and become shiny as the butter melts. Taste and add more salt and pepper as desired.
Serve the chicken with the pan sauce, lime wedges and the optional fresh herbs (spritzed with a little lime juice and lightly seasoned with salt and pepper).",en,True,,False,False
Avgolemono Chicken Soup With Gnocchi,"['2 quarts chicken stock (preferably homemade)', '3 cups torn rotisserie chicken (or other cooked chicken)', '3 medium lemons', 'Salt and black pepper', '1 pound shelf-stable or refrigerated gnocchi', '5 egg yolks (see Tip to save the egg whites)', '4 garlic cloves, grated', 'Fresh dill (optional), for garnish']",,"To a large pot over high, add the chicken stock, torn chicken and 2 teaspoons grated lemon zest (from about 1 lemon). Add a hefty pinch of salt (remember, you are seasoning a lot of liquid!) and a few cracks of black pepper and bring to a boil over high. Reduce the heat to medium and simmer for 2 minutes.
Add the gnocchi to the soup and continue simmering for 3 minutes.
Meanwhile, squeeze enough lemon juice into a heatproof liquid measuring cup to get 1/2 cup juice. Add the yolks and the garlic to the juice and whisk to combine.
While constantly whisking, slowly stream 2 cups of the simmering chicken stock into the egg yolk mixture to temper the eggs. Add the tempered yolk mixture to the pot all at once and stir to combine. Turn the heat off right after incorporating the eggs. Taste and season with more salt as needed.
Serve with additional lemon zest on top, freshly cracked black pepper and dill, if using.",en,True,,False,False
Mini Kabob’s Chicken Lule Cutlets,"['1 pound boneless, skinless chicken thighs', '6 to 7 garlic cloves', '½ small yellow onion, cut into chunks', '2 teaspoons kosher salt (such as Diamond Crystal) or 1 teaspoon fine sea salt', '1 teaspoon finely ground white pepper', '2 tablespoons unsalted butter', 'Chopped parsley or other fresh herb of your choice, optional', 'Roasted jalapeños and tomatoes; hummus; parsley and sumac-marinated onions; lemon wedges; mixed greens or rice']",,"Place the chicken and garlic in a food processor. Pulse, scraping down with a spatula as needed, until the chicken and garlic are ground into a paste, then transfer to a mixing bowl. Add the onion to the food processor. Pulse until the onion is the same texture as the chicken, then add to the bowl. Season the mixture with the salt and white pepper. Mix well with a spatula.
Form the chicken lule by shaping into 4 oval patties about ½ inch thick and place on a small sheet pan or plate. Refrigerate, uncovered, for 15 minutes — the patties will still be quite soft, but that’s OK.
Heat a medium skillet or grill pan over medium. Add 1 tablespoon of butter to the pan. Once melted and bubbling, add two patties, sprinkle the tops with parsley, if using, and cook until golden brown and cooked through (165 degrees on an instant-read thermometer), 5 minutes per side. Transfer to a platter. Repeat with the remaining 1 tablespoon butter and remaining patties, using a paper towel to wipe out the pan between batches.
Serve the patties, with any of the suggested sides.",en,True,,False,False
Chickpea Noodle Soup,"['¼ cup extra-virgin olive oil', '2 medium carrots, cut into ½-inch pieces', '2 celery stalks, cut into ½-inch pieces', '1 large yellow onion, finely chopped', '¼ cup nutritional yeast', '2 thyme sprigs or bay leaves', '¼ teaspoon ground turmeric', '½ cup finely chopped dill or parsley', 'Salt and black pepper', '4 cups vegetable broth', '2 (15-ounce) cans chickpeas, drained and rinsed', '4 ounces long, thin pasta, broken into short pieces, preferably angel hair']",,"Heat the oil in a large pot or Dutch oven over medium. Add the carrots, celery, onion, nutritional yeast, thyme sprigs, turmeric and half the dill. Season with salt and pepper and cook, stirring occasionally, until the vegetables are softened and juicy, 7 to 10 minutes.
Add 2 cups water, the broth, and chickpeas and 2 cups water. Bring to a boil over high. Season to taste with salt and pepper; the broth should be very flavorful at this point.
Add the pasta and cook, stirring occasionally, until tender according to package directions. Remove thyme and stir in the remaining ¼ cup dill.",en,True,,False,False
