title,ingredients_raw,ingredients_processed,instructions,language,heat_processed,cuisine_tags,vegan,vegetarian
Pan Seared Shrimp Recipe,"['1 tablespoon extra virgin olive oil (or butter)', '1 ½ pounds shrimp (peeled and deveined)', '¼ teaspoon kosher salt', '¼ teaspoon fresh ground black pepper', '¼ teaspoon crushed red pepper', '1 tablespoon lemon juice (plus lemon wedges, for serving)', 'fresh parsley (chopped (for garnish))']",,"Pat the shrimp dry with paper towels to ensure they sear properly.
Toss shrimp with salt, pepper, and crushed red pepper.
Place a large skillet or pan over medium-high heat. Add ½ tablespoon olive oil or butter and allow it to heat until shimmering. Add half of the shrimp to the pan in single layer.
Let the shrimp cook undisturbed for about 1-2 minutes until they start to turn pink and form a golden crust on the bottom. Flip the shrimp and cook for another 1-2 minutes on the other side, until fully cooked. The shrimp should be opaque and have a nice sear.
Transfer to a plate and repeat with the second batch and the remaining ½ tablespoon oil and shrimp.
After second batch is done, add the first batch to the pan and toss to combine. Remove from heat. Squeeze in the lemon juice and toss the shrimp to coat them in the sauce.
Remove the shrimp from the pan and transfer them to a serving dish. Garnish with chopped fresh parsley and serve with lemon wedges on the side.",en,True,,False,False
Classic Southern Cornbread,"['1 tablespoon canola oil', '1 cup plain white or yellow cornmeal', '½ cup all-purpose flour', '1½ teaspoons baking powder', '¾ teaspoon kosher salt', '1¼ cups whole buttermilk', '3 tablespoons unsalted butter, melted', '1 large egg', '2 tablespoons canola oil', '2 cups plain white or yellow cornmeal', '1 cup all-purpose flour', '1 tablespoon baking powder', '1½ teaspoons kosher salt', '2½ cups whole buttermilk', '6 tablespoons unsalted butter, melted', '2 large eggs', '3 tablespoons canola oil', '4 cups plain white or yellow cornmeal', '2 cups all-purpose flour', '2 tablespoons baking powder', '1 tablespoon kosher salt', '5 cups whole buttermilk', '¾ cup unsalted butter, melted', '4 large eggs']",,"Preheat oven to 425°. Pour oil into a deep 8-inch cast-iron skillet. Place pan in oven until oil is very hot, about 8 minutes.
In a large bowl, whisk together cornmeal, flour, baking powder, and salt. In a small bowl, whisk together buttermilk, melted butter, and egg. Make a well in center of dry ingredients. Add buttermilk mixture; stir until combined. Carefully pour batter into hot oil.
Bake until golden brown and a wooden pick inserted in center comes out clean, about 25 minutes.
Follow previous directions using a 10-inch skillet; bake until golden brown and a wooden pick inserted in center comes out clean, about 27 minutes.
Follow previous directions using a 12-inch skillet; bake until golden brown and a wooden pick inserted in center comes out clean, about 35 minutes.",en,True,,False,True
Sweet Garlic-Glazed Carrots,"['4 bunches medium carrots with tops, trimmed and peeled (tops reserved)', '3 cloves garlic, minced', '2 tablespoons olive oil', '1¾ teaspoons kosher salt', '1 teaspoon ground black pepper', '2 tablespoons firmly packed light brown sugar', 'Carrot Top Pesto (see Kitchen Tip)', 'Garnish: chopped carrot tops']",,"Preheat oven to 400°.
On a large cast-iron baking pan, toss together carrots, garlic, oil, salt, and pepper; spread in an even layer.
Bake for 30 minutes. Sprinkle with brown sugar, and bake until tender, about 5 minutes more. Serve with Carrot Top Pesto. Garnish with carrot tops, if desired.",en,True,,False,False
Bourbon-Chocolate Bread Pudding,"['10 cups challah bread, cut into', '1-inch cubes', '4 cups half-and-half', '¾ cup unsalted butter', '1 cup firmly packed light brown sugar', '½ cup granulated sugar', '5 large eggs, lightly beaten', '5 tablespoons bourbon, divided', '½ cup semisweet chocolate, roughly chopped', '2 tablespoons sanding sugar', '1 cup confectioners’ sugar', '¼ cup unsalted butter, melted', '½ cup heavy whipping cream']",,"Preheat oven to 350°.
In a large bowl, toss together bread cubes and half-and-half. Let stand at room temperature.
In a 12-inch cast-iron skillet, melt ¾ cup butter over medium heat. Add sugars, whisking until combined. Remove from heat; whisk in eggs and 3 tablespoons bourbon until combined. Pour over bread mixture. Add chocolate, stirring gently to combine. Spoon bread mixture into skillet. Sprinkle with sanding sugar, and cover with foil.
Bake for 55 minutes. Uncover and bake until golden brown and a wooden pick inserted in center comes out clean, about 15 minutes more.
In a small bowl, whisk together confectioner’s sugar, ¼ cup melted butter, and remaining 2 tablespoons bourbon until smooth; whisk in cream until smooth. Serve glaze with warm bread pudding.",en,True,,False,True
Classic Southern Cornbread Dressing,"['½ cup unsalted butter', '3 cups chopped yellow onion', '2 cups chopped celery', '4 cloves garlic, minced', '2 tablespoons fresh chopped sage', '1 tablespoon fresh thyme leaves', '2 cups low-sodium chicken broth', '5 large eggs', '1½ teaspoons kosher salt', 'Peppery Cornbread (recipe follows), coarsely crumbled', 'Garnish: fried sage leaves (see Notes)']",,"Preheat oven to 325°. In a 12-inch cast-iron skillet, melt butter over medium heat. Add onion, celery, and garlic; cook, stirring occasionally, until softened, 5 to 8 minutes. Remove from heat. Add sage and thyme.
In a large bowl, whisk together broth, eggs, and salt until well combined. Gently stir in crumbled Peppery Cornbread and onion mixture. Spoon mixture back into skillet. Loosely cover with foil.
Bake for 20 minutes. Uncover and bake until top is lightly browned and an instant-read thermometer inserted in center registers 165°, about 15 minutes more. Let stand for 15 minutes before serving. Garnish with fried sage, if desired.",en,True,,False,False
Homemade Strawberry Mousse,"['3 cups strawberries (rinsed and hulled (1 ½ cups strawberry puree))', '½ cup granulated sugar', '¼ cup cold water', '1 packet unflavored gelatin (0.25 oz or 7 g per package)', '1 cup heavy whipping cream', '1 teaspoon vanilla extract', '1-2 drops red food coloring (optional)']",,"Combine strawberries and sugar in a food processor and pulse until smooth. Strain with a fine mesh strainer into a small saucepan. Bring to a boil, reduce heat, and simmer for 3-4 minutes or until slightly thickened.
Combine cold water and gelatin, mix well, and let rest 1 minute. Add to the berry mixture and stir. Simmer on medium-low heat for about 2 minutes more or until gelatin is completely dissolved.
Pour into a bowl and refrigerate to cool until slightly thickened, about 45-60 minutes.
Once cooled and thickened, mix the strawberry mixture with a hand mixer for 2 minutes.
Add heavy cream and vanilla. Continue mixing until thick and fluffy, about 3-5 minutes.
Spoon the mousse into dessert cups and refrigerate for at least 2 hours before serving.",en,True,,False,False
Lemongrass Chicken,"['8 boneless skinless chicken thighs (about 1 ½ lbs)', '3 tablespoons brown sugar', '2 tablespoons soy sauce', '1 ½ tablespoons fish sauce', '1 tablespoon fresh lime juice', '2 tablespoons fresh lemongrass (minced)', '1 ½ tablespoons minced fresh ginger (see notes)', '3 cloves garlic (minced)', '¼ teaspoon red pepper flakes (optional)']",,"To prepare lemongrass, cut it into pieces 3 to 4 inches long and remove the tough, woody outer layers. Finely chop the tender inside portion.
In a medium bowl, combine brown sugar, soy sauce, fish sauce, lime juice, lemongrass, ginger, garlic, and red pepper flakes if using.
Add the chicken thighs and toss well to coat. Marinate at least 1 hour or up to 8 hours.
Preheat the grill to medium-high. Cook the chicken 3 to 4 minutes per side or until it reaches 165°F in the thickest part.",en,True,,False,False
Classic Hamburger Recipe,"['1 pound ground beef (80/20 or lean ground beef)', '1 tablespoon grated onion', '3 dashes Worcestershire sauce', 'salt and black pepper (or burger seasoning)', '4 hamburger buns']",,"In a mixing bowl, combine beef, onion, and Worcestershire sauce. Mix just until combined.
Gently shape into 4 patties, about ¾-inch thick. Using your thumb, create an indent, about ½-inch wide, in the center of each burger.
Refrigerate for at least 20 minutes before cooking.
Preheat the grill to medium heat.
Season the outside of the burgers with salt & pepper or burger seasoning.
Cook burgers about 4-6 minutes per side or until they reach 160°F.
Rest for 5 minutes. Serve on toasted rolls or buns.",en,True,,False,False
Brown Sugar Chicken,"['4 boneless skinless chicken breasts (6 oz each)', '1 tablespoon olive oil', '4 cloves garlic (minced)', '2 tablespoons brown sugar', '½ tablespoon soy sauce', '½ teaspoon red pepper flakes']",,"Preheat oven to 450°F
Cook garlic with the oil on medium heat until softened and fragrant (do not brown). Remove from heat and add in brown sugar, soy sauce and chili flakes.
Put chicken breasts on a foil lined pan and top with the garlic brown sugar mixture.
Bake uncovered for 18-22 minutes, or until juices run clear.",en,True,,False,False
Roasted Sausage and Potatoes,"['1 pound baby potatoes (or yukon gold or red potatoes, cut into 1"" pieces)', '1 pound smoked sausage (cut in ½"" slices)', '1 red bell pepper (or green, diced)', '½ medium zucchini (cut in ½"" slices)', '½ red onion (cut in ½"" pieces)', '2 tablespoons olive oil', '1 ½ teaspoons red wine vinegar', '½ teaspoon Dijon mustard', '½ teaspoon dried basil', '½ teaspoon salt (or to taste)', '¼ teaspoon red pepper flakes', '¼ teaspoon black pepper', '1 clove garlic (minced )']",,"Preheat oven to 425°F.
Combine the dressing ingredients in a small bowl.
Toss potatoes with 1 tablespoon of the dressing mix.
Bake 20 minutes. Meanwhile, toss remaining ingredients with the remaining dressing.
Add to the pan and mix well. Increase heat to 450°F and roast an additional 15 to 20 minutes or until vegetables are tender. Broil for 2 minutes or until golden.",en,True,,False,False
Sesame Ground Beef Stir Fry,"['8 ounces lean ground beef', '½ cup finely diced onion', '2 cloves garlic (minced)', '1 teaspoon grated fresh ginger', '1 tablespoon olive oil', '½ cup sliced celery', '½ cup chopped green cabbage', '1 bell pepper (sliced)', '½ cup sliced water chestnuts (drained, optional)', '4 cups cooked white rice (or noodles)', '½ cup beef broth', '2 tablespoons soy sauce', '3 tablespoons hoisin sauce', '2 teaspoons toasted sesame oil', '2 teaspoons cornstarch']",,"Combine beef broth soy sauce, hoisin sauce, sesame oil, and cornstarch in a small bowl. Set aside.
In a large skillet, cook the beef and onion over medium-high until no pink remains. Drain fat. Add the garlic and ginger and cook 2 more minutes or until fragrant. Transfer to a bowl to keep warm.
Heat oil in the pan. Add the celery and cabbage and cook for 3-4 minutes or until it begins to soften. Add peppers and cook 2-3 minutes more.
Add the ground beef mixture, water chestnuts if using, and the sauce to the pan. Stir to combine. Allow sauce to simmer and thicken, stirring occasionally.
Serve over rice and garnish with sesame seeds and green onions if desired.",en,True,,False,False
Sloppy Joe Recipe,"['1 pound lean ground beef', '½ onion (finely diced)', '½ teaspoon garlic powder (or 2 cloves garlic, minced)', 'hamburger buns', '2 tablespoons butter (or olive oil for brushing )', '⅔ cup water', '½ cup tomato sauce', '½ green bell pepper (finely diced)', '¼ cup ketchup', '3 tablespoons tomato paste', '2 tablespoons brown sugar', '1 ½ tablespoons apple cider vinegar', '1 teaspoon Worcestershire sauce', '1 teaspoon yellow mustard', '½ teaspoon salt (more to taste)', '¼ teaspoon black pepper']",,"In a 10-inch skillet, over medium-high heat, cook beef, onion, and garlic, breaking it up with a spoon until the meat is cooked and no pink remains. Drain any excess fat.
Add water, tomato sauce, bell pepper, ketchup, tomato paste, brown sugar, apple cider vinegar, Worcestershire sauce, mustard, salt, and pepper. Stir and bring to a boil.
Reduce the heat to a simmer and cook uncovered for 15 minutes, or until the sauce has thickened.
Optional: While the sauce is simmering, preheat the oven to broil. Brush the inside of the hamburger buns with butter or olive oil and place on a baking sheet. Broil for 2 to 3 minutes or just until lightly browned.
Spoon ½ cup meat mixture over the toasted buns and serve.",en,True,,False,False
