title,ingredients_raw,ingredients_processed,instructions,language,heat_processed,cuisine_tags,vegan,vegetarian
Sausage Breakfast Casserole Recipe,"['8 large eggs', '1 teaspoon salt', '½ teaspoon cracked black pepper', '1 1 lb 10 oz bag frozen hash browns (thawed)', '3 tablespoons oil', '1 teaspoon salt', '½ teaspoon cracked black pepper', '1 pound ground breakfast sausage', '2 cups shredded cheese (mozzarella, cheddar, pepperjack, or a blend)']",,"Preheat oven to 450 degrees and grease a large sheet pan. Spread hashbrowns out on the pan, toss with oil and salt and pepper, and bake in preheated oven for 15 minutes while you prepare the eggs and sausage. When finished, change oven temperature to 350.
Whisk together eggs, salt, and pepper. Set aside.
In a skillet over medium-high heat, saute sausage, breaking into small pieces as it cooks, until browned and no longer pink. Set aside.
Transfer hash browns to a greased 9x13 inch pan. Stir in half of the egg mixture and 1/2 cup of cheese.
Top hash browns with the cooked sausage, then top with remaining egg mixture and remaining cheese.
Cover with foil (be careful to not let the foil touch the cheese inside the pan or it will all get pulled off later with the foil) and bake for 35-45 minutes until cheeses are melted and eggs have fully cooked and are no longer runny.
Allow to cool slightly and serve.",en,True,,False,False
Cinnamon Roll Monkey Bread,"['1 cup milk', '¼ cup water', '¼ cup granulated sugar', '½ tablespoon instant yeast', '4 tablespoons butter (melted)', '2 large eggs', '4 cups flour', '1 teaspoon salt', '1 cup brown sugar (packed)', '¼ cup granulated sugar', '1 tablespoon cinnamon', '½ cup butter (melted)', '1 teaspoon vanilla', '1 ounce cream cheese (softened)', '1 tablespoon butter (softened)', '½ teapsoon vanilla', '1 cup powdered sugar', '1 tablespoon milk']",,"To make the dough, combine the milk and the water, and warm the mixture to 110F. Then, stir in the sugar and yeast until the sugar has dissolved. Leave to stand for 5 minutes. Whisk in the melted butter and eggs.
In the bottom of your stand mixer combine 2 cups of the flour with the salt. Pour in the liquid mixture and use a rubber spatula to bring it together into a rough, sticky dough. Add the rest of the flour and bring everything together until just combined.
Fit the dough hook and knead the dough for 5 minutes; it should be smooth, elastic and slightly sticky. Cover and leave in a warm place to rise for 1 hour, or until the mixture has doubled in size.
To prepare the coatings, combine the brown sugar, sugar and cinnamon in one small bowl, and the melted butter and the vanilla in another.
Prepare a bundt pan by coating really well with softened butter or cooking spray, and preheat the oven to 350F.
Divide the dough into roughly 1 tbsp balls and using a fork, dip them first in the butter, then roll them in the sugar mixture, layering them in the prepared bundt pan as you go.
Bake the monkey bread for 45 minutes, covering the top with foil if you think the crust is getting too caramelized.
Remove from the oven and leave to cool in the pan for 15 minutes before turning out onto a wire rack.
To make the glaze, beat together the cream cheese, butter and vanilla until smooth and gradually add the powdered sugar until the mixture is thick and stiff.Gradually loosen it with the milk until you have reached the desired consistency. Drizzle it over the monkey bread once it has cooled.",en,True,,False,True
Overnight Cinnamon Roll French Toast Casserole,"['12 slices thick Texas-style white bread (very soft, very thick white bread - often called ""Texas Toast"")', '2 cups milk ((I usually use Fat Free Half & Half))', '6 large eggs', '1 ½ teaspoons vanilla extract', '3 tablespoons sugar', '½ cup sugar (divided)', '¼ cup packed brown sugar', '1 ½ tablespoons ground cinnamon (divided)', '6 tablespoons melted butter', '2 ounces cream cheese (softened)', '3 tablespoons butter (softened)', '1 teaspoon vanilla', '4-6 tablespoons milk (as needed)', '4-5 cups powdered sugar']",,"Night Before
Cut bread into 1-inch cubes. Lightly grease a 9x13 inch baking pan/casserole dish and layer half of the bread cubes in the pan. In a small bowl mix together 1/4 cup sugar, 1/4 cup brown sugar, and 1 tablespoon of cinnamon (I use a fork for this). Sprinkle mixture over bread cubes in the pan.
Layer remaining half of the bread cubes over the top. Whisk together milk, eggs, vanilla, and sugar. Pour over the bread cubes (being sure to pour over all of the cubes, not just right in the middle). Cover tightly with plastic wrap and chill overnight in the fridge.
Morning Of
Mix together remaining 1/4 cup sugar and 1/2 tablespoon (about 2 teaspoons) cinnamon and sprinkle mixture over the top of the bread cubes. Drizzle melted butter over the top. Bake at 350 degrees for 35-45 minutes until browned and bread is baked through.
Bake at 350 degrees for 35-45 minutes until browned and bread is baked through. While French toast is baking, prepare the icing.
Cream together cream cheese and butter until light and fluffy. Mix in vanilla and 4 tablespoons milk. Gradually mix in powdered sugar until completely incorporated. Add 1-2 tablespoons of milk if needed to make icing pourable. Pour over slightly cooled French toast casserole and serve.",en,True,,False,True
Extra Super Fluffy Blueberry Pancakes,"['1 cup flour', '1 teaspoon baking powder', '½ teaspoon baking soda', '½ teaspoon salt', '1 cup buttermilk', '2 tablespoons sugar', '2 large eggs (whisked)', '½ teaspoon vanilla', '2 tablespoons vegetable oil (or melted butter)', '1 cup fresh blueberries', 'butter and syrup for serving']",,"Whisk together flour, baking soda, baking powder, and salt.
Add buttermilk, sugar, eggs, vanilla, and oil and whisk to combine (do not overmix, a few lumps are okay!). Gently stir in blueberries.
Heat a griddle to 350 degrees or large pan over medium high heat. Grease with cooking spray or melted butter.
Use a 1/3 or 1/2 cup measuring cup to scoop and pour batter onto griddle/pan. Do not touch for 2-3 minutes until small bubbles begin to form in the batter. Flip and cook another 2-3 minutes until golden brown.
Top with butter and syrup and serve.",en,True,,False,True
Chewy White Chocolate Cashew Cookies,"['3 cups flour', '1 teaspoon baking soda', '½ teaspoon baking powder', '1 teaspoon salt', '1 cup butter (at room temperature)', '1 cup granulated sugar', '1 cup brown sugar (packed)', '2 large eggs', '2 teaspoons vanilla extract', '1 ½ cups white chocolate chips', '⅔ cup salted cashew pieces']",,"Preheat oven to 375 degrees and very lightly grease a baking sheet OR line with parchment or a baking mat.
In a medium bowl whisk together flour, baking powder, baking soda, and salt.
In a large bowl cream together butter and sugars.
Mix in eggs and vanilla.
Add dry ingredients to wet ingredients and mix until just combined.
Stir in chocolate chips and cashew pieces.
Use a large cookie scoop (I actually use an ice cream scoop) to scoop cookie dough into mounds and arrange at least 2-3 inches apart on your prepared baking sheet.
Bake for 9-11 minutes until cookies begin to brown just around the very edges. Allow to cool on the pan for 5-10 minutes before transferring to a wire rack to cool completely.
Repeat with remaining cookie dough. Store in airtight container up to 1 week (though they won't make it that long without being eaten - just sayin').",en,True,,False,True
Oatmeal Cake with Vanilla Sauce,"['1 cup old fashioned rolled oats', '1 ¼ cups very hot water', '1 ½ cups flour', '1 teaspoon baking soda', '1 teaspoon baking powder', '½ teaspoon salt', '1 teaspoon cinnamon', '⅓ cup finely chopped pecans or walnuts (optional)', '½ cup butter (at room temperature)', '1 cup brown sugar', '1 cup sugar', '2 large eggs', '1 teaspoon vanilla', '½ cup butter', '1 cup sugar', '½ cup heavy whipping cream', '2 teaspoons vanilla', '¼ teaspoon salt']",,"Preheat oven to 350 degrees and grease a 9x13 inch baking pan.
In a medium bowl combine oats and hot water, stir, let soak while you prepare next steps.
In a medium bowl whisk together flour, baking soda, baking powder, salt, cinnamon, and nuts (if including).
In a large bowl cream together the butter, brown sugar, and sugar for 2-3 minutes. Mix in the eggs and vanilla.
Mix in oatmeal, then mix in dry ingredients just until combined.
Spread mixture evenly in prepared pan. Bake for 35 minutes until set and a toothpick inserted in the middle comes out with no wet batter. Allow cake to cool for 15-20 minutes, meanwhile prepare the vanilla sauce.
In a thick-bottom medium sauce pan (do not use stainless steel) over medium heat, combine butter, sugar, heavy cream, vanilla, and salt. Stir continuously for about 5 minutes until sauce is thick enough to coat the back of a spoon.
Cut cake into squares, drizzle vanilla sauce over the top, and serve.",en,True,,False,True
Cream Cheese Lemon Bars,"['2 cups all-purpose flour', '½ cup granulated sugar', '½ teaspoon salt', '1 cup (2 sticks) butter (chilled and cut into small cubes)', '8 ounces cream cheese (softened)', '2 cups granulated sugar', '¼ cup flour', '¾ cups fresh-squeezed lemon juice', '⅓ cup powdered sugar (plus more for topping)', '6 large eggs', '1 teaspoon vanilla']",,"Preheat oven to 350 degrees and line a 9x13 inch pan with foil or parchment with plenty of overhang around the edges to lift the bars out of the pan before cutting.
Prepare the crust by combining flour, sugars, salt, and butter cubes in a food processor or blender. Cover and pulse until fine crumbs form. (You can also do this with a pastry cutter, fork, or with your fingers in a large bowl.)
Press crust into prepared pan and bake for 10 minutes while you prepare the filling.
Prepare the filling by combining cream cheese and sugar in a large bowl. Cream together until smooth. Mix in flour, powdered sugar, lemon juice, eggs, and vanilla until completely incorporated.
Pour filling over crust and return to oven for 30 minutes.
Allow to cool for about 20 minutes, then cover and transfer chill in the fridge 4 hours or overnight. Lift the foil edges to remove the bars from the pan, slice into squares, sprinkle with additional powdered sugar, and serve.",en,True,,False,True
Chocolate Sheet Cake with Strawberry Frosting,"['2 cups flour', '1 ½ cups sugar', '1 cup cocoa', '¼ cup brown sugar', '2 tsp baking powder', '2 tsp baking soda', '1 cup buttermilk', '½ cup oil', '2 tsp vanilla', '2 eggs', '¼ cup boiling water', '2 ¼ cups powdered sugar', '¾ cup butter (at room temperature)', '3 tbsp freeze dried strawberry powder', '3 oz fresh strawberries', '½ tbsp lemon juice', '¼ cup strawberry preserves']",,"Prepare the Cake
Preheat the oven to 350 and prepare a 9x14 rectangular cake pan with cooking spray and baking parchment.
In a large bowl, whisk together the flour, sugar, cocoa, brown sugar, baking powder, and baking soda, and set aside.
In another bowl, or a large jug whisk together the buttermilk, oil, vanilla and eggs.
Whisk the wet ingredients into the dry, then whisk in the boiling water to lighten the batter. Scrape into the prepared pan and smooth the top, dropping it down on the countertop a few times to knock out any large air bubbles.
Bake for 30 minutes, or until a toothpick inserted into the middle comes out clean. Allow to cool in the tin until it is cool enough to touch, then turn it out onto a wire rack to cool completely.
Prepare the Frosting
Once the cake is cool, make the frosting. Using a hand mixer beat together the powdered sugar and butter until smooth and fluffy. Then mix in the freeze dried strawberry powder.
In a small food processor or using a blender, blitz the strawberries and the lemon juice together until smooth. Press through a sieve into the frosting, discarding the seeds.
Beat again until extremely light and fluffy: plenty of beating to add air will ensure the buttercream does not split even once you’d added a little liquid!
Remove the baking parchment from the cake and level off with a serrated knife if necessary before smoothing over the frosting. Dollop over the strawberry preserves and swirl together with the tip of a knife.",en,True,,False,True
World's Best Carrot Cake with Cream Cheese Frosting,"['3 cups flour', '1 tablespoon baking soda', '2 teaspoons ground cinnamon', '1 ½ teaspoons salt', '1 ¼ cups vegetable or canola oil', '⅔ cup unsweetened applesauce', '1 ¼ cups sugar', '1 ¾ cups brown sugar', '1 tablespoon vanilla', '6 large eggs', '3 cups shredded carrot', 'optional: ½ cup raisins and/or ½ cup chopped pecans', '16 ounces cream cheese ((2 8-ounce bricks), softened)', '1 cup butter', '1 tablespoon vanilla extract (OR 1 teaspoons vanilla + 2 teaspoons maple extract)', '¼ teaspoon salt', '8 cups powdered sugar (or as needed)', 'chopped pecans for topping, optional']",,"Preheat oven to 350 degrees. Grease and flour two 8-inch or three 9-inch cake pans.
In a medium bowl whisk together flour, baking soda, cinnamon, and salt. In a large bowl cream together oil, applesauce, vanilla, sugar, and brown sugar. Mix in eggs, one at a time, then stir in carrots. (If adding raisins and/or nuts stir in now).
Stir dry ingredients into wet ingredients until there are no more streaks of flour in the batter. Divide between prepared cake pans.
Bake for 35 minutes or until an inserted toothpick into the center comes out clean.
Turn cakes out onto cooling racks and allow to cool.
Prepare the frosting while your cakes cool. In a sauce pan, melt butter over medium heat. Once completely melted, continue to cook 2-4 minutes longer until the color goes from pale yellow to a dark amber color. Remove from heat.
In a large bowl cream together cream cheese and butter. Mix in vanilla and salt. Add powdered sugar, one cup at a time mixing after each, until frosting is smooth and fluffy.
Assemble cake by spreading frosting on top of all three layers, then spreading around the sides of the cake. Top with chopped pecans if desired and store in airtight container until ready to serve.",en,True,,False,True
Carrot Cake Bread Recipe,"['1 ½ cup flour', '1 teaspoon baking powder', '¾ teaspoon baking soda', '1 teaspoon cinnamon', '1 teaspoon salt', '⅔ cup vegetable oil', '⅓ cup unsweetened applesauce', '⅔ cup sugar', '⅓ cup brown sugar', '2 teaspoons vanilla', '3 large eggs', '1 ½ cups finely shredded carrots (see note)', '4 ounces cream cheese (softened)', '4 tablespoons butter (softened)', '1/2 teaspoon vanilla', 'pinch of salt', '2-3 cups powdered sugar']",,"Preheat oven to 350 degrees and grease a 9-inch loaf pan.
In a medium bowl whisk together the flour, baking powder, baking soda, cinnamon, and salt.
In a large bowl, mix together the oil, applesauce, sugar, brown sugar, vanilla, and eggs. Stir in the shredded carrots.
Add dry ingredients to wet ingredients and stir by hand until just combined and there are no more steaks of flour. (Do not over-mix)
Transfer batter to your prepared baking pan. Bake for 60-70 minutes (on a rack in the lower third of the oven) until a toothpick inserted deep into the center comes out clean (a few loose crumbs are fine but no wet batter!). *If your cake begins to brown too much on top, place a sheet of foil loosely over the top of the cake pan, I usually do this about halfway through the baking time.
Allow to cool in the pan for at least 15 minutes before turning out onto a cooling rack to cool completely.
If making the frosting, you can do this while the cake cools.
Making the Frosting
In a medium bowl cream together cream cheese and butter for 2-3 minutes.
Mix in vanilla and salt, then add powdered sugar one cup at a time until completely incorporated and frosting is fluffy. (If too thick, you can mix in 1 tablespoon of milk)
Frost your cake loaf, slice, and serve.
Store in airtight container up to 3 days or in fridge up to 5 days.",en,True,,False,True
